0	163546	327
1	167145	671
2	129176	779
3	100909	813
4	94652	956
5	83787	1017
6	96914	1376
7	112584	1830
8	110019	2016
9	118539	2419
10	124578	2802
11	125758	3092
12	123678	3301
13	125881	3626
14	118268	3657
15	113806	3762
16	109114	3840
17	107556	4016
18	111017	4385
19	108450	4518
20	107036	4692
21	112285	5167
22	119055	5740
23	119062	6003
24	114898	6047
25	117985	6471
26	114455	6533
27	111153	6593
28	109396	6735
29	108438	6921
30	111429	7365
31	111157	7600
32	113004	7985
33	114785	8374
34	118594	8926
35	117516	9117
36	115040	9193
37	115533	9502
38	114070	9650
39	112051	9743
40	112240	10025
41	109670	10057
42	107376	10103
43	109421	10558
44	107840	10665
45	108235	10966
46	107867	11191
47	108400	11511
48	108190	11754
49	108696	12077
50	109310	12416
51	107529	12481
52	106836	12667
53	108808	13174
54	108400	13397
55	107568	13567
56	106573	13712
57	105925	13899
58	104334	13958
59	105210	14346
60	103700	14409
61	102888	14564
62	104152	15015
63	102720	15078
64	101466	15161
65	100687	15311
66	100474	15546
67	101063	15908
68	100267	16052
69	99405	16182
70	100923	16702
71	99826	16793
72	99933	17084
73	98821	17166
74	98272	17342
75	97187	17420
76	96160	17504
77	95960	17736
78	95703	17958
79	96280	18339
80	95356	18434
81	94718	18581
82	95553	19018
83	94752	19132
84	94334	19321
85	95152	19766
86	94678	19944
87	94624	20211
88	93816	20315
89	92937	20400
90	92056	20482
91	92775	20920
92	91948	21010
93	91205	21116
94	91884	21553
95	91038	21632
96	91689	22069
97	90902	22160
98	90343	22304
99	91209	22802
100	90263	22848
101	90612	23222
102	89801	23298
103	89007	23375
104	89082	23680
105	88632	23845
106	88994	24229
107	88579	24404
108	88225	24594
109	87557	24695
110	87962	25099
111	88716	25608
112	88362	25800
113	88929	26264
114	88481	26429
115	88409	26706
116	88212	26947
117	87688	27087
118	86944	27155
119	86231	27231
120	85979	27449
121	85315	27535
122	84817	27672
123	84247	27783
124	84121	28040
125	83696	28197
126	84038	28613
127	83621	28772
128	83937	29185
129	84238	29597
130	85059	30197
131	85908	30814
132	85485	30979
133	86185	31554
134	85766	31721
135	85498	31944
136	85027	32090
137	85339	32532
138	84945	32707
139	84719	32946
140	85152	33444
141	84555	33538
142	83843	33584
143	83535	33789
144	83812	34233
145	83705	34522
146	83930	34951
147	84027	35329
148	83386	35397
149	83620	35837
150	83990	36339
151	84262	36804
152	85204	37568
153	85549	38076
154	84877	38133
155	85587	38812
156	86053	39388
157	86213	39829
158	85976	40088
159	86452	40683
160	86674	41163
161	86243	41335
162	85995	41594
163	85611	41786
164	86393	42552
165	86553	43017
166	86959	43610
167	86303	43671
168	85767	43790
169	85179	43880
170	85316	44344
171	84844	44491
172	84861	44896
173	85228	45489
174	84715	45615
175	84718	46020
176	84743	46438
177	84819	46888
178	84986	47390
179	84489	47525
180	83880	47593
181	83378	47719
182	83462	48181
183	82833	48232
184	82845	48655
185	82254	48724
186	82424	49243
187	82415	49660
188	82331	50034
189	81727	50090
190	81856	50597
191	81808	50997
192	81510	51242
193	81022	51367
194	80950	51755
195	80915	52168
196	80877	52583
197	80823	52989
198	80796	53416
199	80234	53489
200	80199	53913
201	80129	54315
202	80131	54769
203	80132	55226
204	79517	55258
205	79059	55395
206	79069	55861
207	78981	56261
208	78694	56519
209	78690	56982
210	78367	57216
211	78222	57580
212	77940	57844
213	77546	58024
214	77437	58417
215	77035	58590
216	77014	59053
217	76888	59438
218	76812	59864
219	76311	59959
220	75920	60137
221	75659	60418
222	75546	60819
223	75010	60877
224	74624	61056
225	74582	61516
226	74118	61629
227	73556	61657
228	73469	62082
229	72915	62113
230	72405	62177
231	72271	62563
232	72186	62994
233	71985	63325
234	71823	63692
235	71597	64004
236	71431	64369
237	71306	64774
238	71134	65138
239	71188	65712
240	71102	66161
241	70659	66277
242	70509	66668
243	70348	67050
244	69977	67233
245	69591	67400
246	69421	67775
247	69288	68188
248	68894	68345
249	68472	68472
250	68301	68850
251	68124	69223
252	67612	69254
253	67498	69693
254	67024	69759
255	66927	70219
256	66573	70408
257	66213	70591
258	66035	70967
259	65899	71391
260	65685	71731
261	65593	72208
262	65520	72708
263	65558	73337
264	65483	73843
265	65396	74339
266	64939	74415
267	64959	75039
268	64841	75507
269	64725	75982
270	64648	76505
271	64558	77017
272	64411	77463
273	63951	77533
274	63560	77685
275	63479	78215
276	63251	78568
277	63066	78975
278	62886	79390
279	62736	79846
280	62554	80263
281	62423	80749
282	62005	80864
283	61656	81067
284	61420	81418
285	60992	81512
286	60803	81927
287	60623	82356
288	60379	82700
289	60006	82865
290	59868	83356
291	59437	83440
292	59034	83560
293	58864	84010
294	58678	84439
295	58501	84883
296	58073	84964
297	57733	85170
298	57542	85597
299	57354	86031
300	57161	86460
301	56737	86538
302	56531	86949
303	56131	87060
304	55939	87494
305	55820	88046
306	55671	88555
307	55369	88821
308	55157	89233
309	54724	89286
310	54550	89763
311	54152	89870
312	54092	90539
313	54061	91264
314	53946	91855
315	53610	92069
316	53499	92674
317	53338	93196
318	52944	93310
319	52780	93832
320	52564	94263
321	52357	94713
322	52169	95202
323	51734	95238
324	51326	95321
325	50906	95375
326	50956	96316
327	50656	96600
328	50626	97403
329	50427	97888
330	50233	98386
331	50041	98890
332	49800	99303
333	49589	99776
334	49343	100182
335	49141	100680
336	48785	100863
337	48579	101356
338	48385	101880
339	48036	102077
340	47855	102633
341	47673	103191
342	47466	103701
343	47250	104193
344	46994	104599
345	46686	104892
346	46441	105328
347	46258	105907
348	46043	106417
349	45643	106501
350	45418	106991
351	45160	107409
352	44932	107900
353	44706	108397
354	44491	108926
355	44239	109368
356	44017	109889
357	43782	110380
358	43547	110876
359	43265	111253
360	43022	111733
361	42782	112227
362	42526	112679
363	42316	113257
364	42016	113600
365	41735	113993
366	41478	114456
367	41220	114917
368	40950	115349
369	40704	115850
370	40426	116266
371	40153	116697
372	39901	117192
373	39651	117696
374	39397	118193
375	39136	118672
376	38861	119111
377	38595	119581
378	38301	119968
379	38033	120438
380	37784	120973
381	37511	121434
382	37233	121885
383	36979	122414
384	36718	122926
385	36457	123444
386	36176	123895
387	35918	124431
388	35671	125011
389	35405	125530
390	35134	126032
391	34869	126561
392	34597	127074
393	34341	127645
394	34049	128089
395	33743	128482
396	33463	128982
397	33218	129616
398	32944	130148
399	32653	130612
400	32355	131054
401	32062	131519
402	31766	131978
403	31464	132411
404	31180	132928
405	30881	133381
406	30585	133854
407	30300	134377
408	29983	134758
409	29676	135194
410	29354	135558
411	29043	135974
412	28732	136396
413	28423	136831
414	28130	137340
415	27840	137875
416	27523	138281
417	27212	138717
418	26886	139077
419	26585	139574
420	26275	140023
421	25972	140516
422	25656	140946
423	25342	141383
424	25036	141876
425	24740	142426
426	24435	142929
427	24119	143375
428	23810	143867
429	23479	144228
430	23162	144680
431	22836	145078
432	22521	145549
433	22199	145976
434	21874	146392
435	21550	146811
436	21237	147315
437	20918	147780
438	20592	148199
439	20265	148612
440	19947	149098
441	19625	149562
442	19302	150016
443	18978	150471
444	18655	150935
445	18332	151412
446	18018	151965
447	17689	152402
448	17358	152822
449	17027	153247
450	16692	153640
451	16356	154023
452	16029	154493
453	15703	154991
454	15375	155460
455	15049	155968
456	14721	156454
457	14394	156971
458	14068	157494
459	13729	157893
460	13395	158337
461	13062	158808
462	12731	159318
463	12399	159820
464	12062	160261
465	11731	160790
466	11394	161242
467	11056	161699
468	10719	162178
469	10388	162752
470	10052	163260
471	9712	163723
472	9378	164303
473	9042	164849
474	8699	165294
475	8360	165809
476	8016	166256
477	7672	166703
478	7328	167160
479	6984	167616
480	6640	168117
481	6299	168687
482	5957	169273
483	5616	169888
484	5271	170447
485	4924	170963
486	4576	171451
487	4228	171949
488	3877	172374
489	3527	172851
490	3176	173281
491	2823	173642
492	2471	174095
493	2119	174466
494	1767	174955
495	1414	175387
496	1061	175816
497	707	176189
498	354	176730
499	0	177195
